,label,start,end,context,text,source,article_id
3178,"Name_Calling,Labeling",1047,1061,It would be nice to know who he is for someone to let him know his actions are not okay!” Spittler added: “Real tough guy… approaches a group of teenagers minding their own business just having a burger!,Real tough guy,train,769752554
3179,Loaded_Language,1347,1357,Disturbing video of young Trump Supporter having his MAGA hat stolen and a drink thrown in his face.,Disturbing,train,769752554
3180,"Name_Calling,Labeling",1373,1388,Disturbing video of young Trump Supporter having his MAGA hat stolen and a drink thrown in his face.,Trump Supporter,train,769752554
3181,Repetition,1400,1404,Texas Mom: My Son Was Attacked For Wearing A MAGA Hat At Whataburger,MAGA,train,769752554
3182,"Exaggeration,Minimisation",1448,1488,"The civility of the Left on full display… pic.twitter.com/gUzBVRpP7X — The Columbia Bugle 🇺🇸 (@ColumbiaBugle) July 5, 2018",The civility of the Left on full display,train,769752554
3183,"Name_Calling,Labeling",1656,1666,"You ain’t supporting shit nigga,” and then throws the drink in the face of a 16-year-old boy.",shit nigga,train,769752554
3184,Repetition,1734,1738,Texas Mom: My Son Was Attacked For Wearing A MAGA Hat At Whataburger,MAGA,train,769752554
3185,Loaded_Language,1779,1801,"With MAGA hat in hand, the man walks away saying “Bitch ass motherf**ker.”",Bitch ass motherf**ker,train,769752554
3186,Slogans,1919,1941,"“I support my President and if you don’t, let’s have a conversation about it instead of ripping my hat off.",I support my President,train,769752554
3187,Repetition,2311,2327,A police report was filed and a man was fired for stealing the hat and the assault (throwing a drink in a Trump supporter’s face.),Trump supporter’,train,769752554
3188,"Name_Calling,Labeling",2311,2326,A police report was filed and a man was fired for stealing the hat and the assault (throwing a drink in a Trump supporter’s face.),Trump supporter,train,769752554
3189,"Whataboutism,Straw_Men,Red_Herring",457,573,"@ Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.","don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom",train,711622457
3190,Loaded_Language,489,526,"@ Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",destructive Radical Islamic Terrorism,train,711622457
3191,Thought-terminating_Cliches,575,599,We are doing just fine!”,We are doing just fine!”,train,711622457
3192,"Whataboutism,Straw_Men,Red_Herring",616,732,"@ Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.","don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom",train,711622457
3193,Thought-terminating_Cliches,734,757,We are doing just fine!”,We are doing just fine!,train,711622457
3194,Doubt,813,847,"I’m not sure we’re doing just fine, but Trump is right that the real problem is jihad terror and Sharia supremacism, and British authorities want to ignore that and shoot the messenger.",I’m not sure we’re doing just fine,train,711622457
3195,Causal_Oversimplification,934,997,"I’m not sure we’re doing just fine, but Trump is right that the real problem is jihad terror and Sharia supremacism, and British authorities want to ignore that and shoot the messenger.",British authorities want to ignore that and shoot the messenger,train,711622457
3196,Appeal_to_fear-prejudice,1095,1251,"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’,train,711622457
3197,Flag-Waving,1329,1362,"For Chris Bryant, apparently “fascism” means “defense of Britain and its values against jihad terror.”",defense of Britain and its values,train,711622457
3198,Appeal_to_fear-prejudice,1882,1969,"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Islam] is a religion and is a belief system that mandates warfare against unbelievers…”,train,711622457
3199,Black-and-White_Fallacy,2408,2699,"“If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”","“If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”",train,711622457
3200,Appeal_to_fear-prejudice,2409,2697,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above","If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above",train,711622457
3201,Loaded_Language,2754,2812,May’s government admitted two jihad preachers who had praised the murderer of a foe of Pakistan’s blasphemy laws.,praised the murderer of a foe of Pakistan’s blasphemy laws,train,711622457
3202,Appeal_to_fear-prejudice,3303,3459,"…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”, a senior Labour MP has said.",and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”,train,711622457
3203,Repetition,193,207,"A US embassy worker in China has reported experiencing ""abnormal sensations of sounds and pressure"" amid fears of a ""sonic attack"".","""sonic attack""",train,758477392
